booking_id,guest_id,room_id,room_number,room_type,booking_date,check_in,check_out,nights,lead_time_days,adults,children,booking_month,weekday,season,channel,nationality,breakfast,upgraded,member_tier_at_booking,status,cancel_date,rate_per_night,room_charge,extra_charge,discount,service_charge,vat,total_price,commission,net_revenue
230,158,7,107,Deluxe,2025-01-11,2025-01-16,2025-01-17,1,5,3,0,2025-01,Thursday,High,OTA,Thai,0,0,Regular,CHECKED_OUT,,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,485.51,2751.24
231,159,9,109,Deluxe,2025-01-11,2025-01-24,2025-01-27,3,13,2,0,2025-01,Friday,High,Website,British,1,1,Regular,CHECKED_OUT,,3025.0,9075.0,2100,0.0,1117.5,860.48,13152.98,263.06,12889.92
232,160,13,203,Suite,2025-01-11,2025-01-30,2025-02-01,2,19,2,0,2025-01,Thursday,High,Website,Australian,1,0,Regular,CHECKED_OUT,,5250.0,10500.0,1400,0.0,1190.0,916.3,14006.3,280.13,13726.17
233,130,2,102,Standard,2025-01-12,2025-02-19,2025-02-21,2,38,2,0,2025-02,Wednesday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,1610.0,3220.0,1400,0.0,462.0,355.74,5437.74,815.66,4622.08
234,161,14,204,Family,2025-01-12,2025-01-26,2025-01-27,1,14,3,0,2025-01,Sunday,High,OTA,Chinese,1,0,Regular,CANCELLED,2025-01-24,4125.0,4125.0,1050,0.0,517.5,398.48,6090.98,913.65,5177.33
235,162,11,201,Deluxe,2025-01-12,2025-02-28,2025-03-03,3,47,2,0,2025-02,Friday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,2530.0,7590.0,2100,0.0,969.0,746.13,11405.13,1710.77,9694.36
236,113,11,201,Deluxe,2025-01-12,2025-01-24,2025-01-26,2,12,1,0,2025-01,Friday,High,OTA,Thai,0,0,Regular,CHECKED_OUT,,3025.0,6050.0,0,0.0,605.0,465.85,7120.85,1068.13,6052.72
237,163,12,202,Suite,2025-01-12,2025-02-24,2025-02-28,4,43,2,0,2025-02,Monday,High,OTA,Russian,1,0,Regular,CHECKED_OUT,,4830.0,19320.0,2800,0.0,2212.0,1703.24,26035.24,3905.29,22129.95
238,164,2,102,Standard,2025-01-13,2025-02-15,2025-02-18,3,33,2,0,2025-02,Saturday,High,Website,Chinese,0,0,Regular,CHECKED_OUT,,1610.0,4830.0,0,0.0,483.0,371.91,5684.91,113.7,5571.21
239,165,8,108,Deluxe,2025-01-13,2025-01-13,2025-01-14,1,0,2,0,2025-01,Monday,High,OTA,Thai,0,0,Regular,CANCELLED,2025-01-12,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,485.51,2751.24
240,72,13,203,Suite,2025-01-13,2025-01-17,2025-01-18,1,4,2,0,2025-01,Friday,High,OTA,Malaysian,1,1,Regular,NO_SHOW,,5775.0,5775.0,700,0.0,647.5,498.58,7621.07,1143.16,6477.91
241,166,6,106,Standard,2025-01-13,2025-01-28,2025-01-29,1,15,1,0,2025-01,Tuesday,High,OTA,Chinese,0,0,Regular,CHECKED_OUT,,1750.0,1750.0,0,0.0,175.0,134.75,2059.75,308.96,1750.79
242,37,2,102,Standard,2025-01-13,2025-03-30,2025-04-02,3,76,1,0,2025-03,Sunday,Normal,Phone,American,1,0,Regular,CANCELLED,2025-02-21,1288.0,3864.0,1050,0.0,491.4,378.38,5783.78,0.0,5783.78
243,167,7,107,Deluxe,2025-01-13,2025-03-03,2025-03-08,5,49,1,0,2025-03,Monday,Normal,OTA,Korean,1,0,Regular,CANCELLED,2025-02-23,2024.0,10120.0,1750,0.0,1187.0,913.99,13970.99,2095.65,11875.34
244,168,14,204,Family,2025-01-13,2025-01-21,2025-01-22,1,8,2,2,2025-01,Tuesday,High,Website,Singaporean,0,0,Regular,CHECKED_OUT,,3750.0,3750.0,0,0.0,375.0,288.75,4413.75,88.28,4325.48
245,169,2,102,Standard,2025-01-14,2025-03-08,2025-03-09,1,53,1,0,2025-03,Saturday,Normal,Website,Malaysian,1,0,Regular,CHECKED_OUT,,1288.0,1288.0,350,0.0,163.8,126.13,1927.93,38.56,1889.37
246,170,11,201,Deluxe,2025-01-14,2025-02-02,2025-02-03,1,19,2,0,2025-02,Sunday,High,OTA,Korean,1,0,Regular,CHECKED_OUT,,3025.0,3025.0,700,0.0,372.5,286.83,4384.32,657.65,3726.68
247,171,3,103,Standard,2025-01-14,2025-01-16,2025-01-17,1,2,2,0,2025-01,Thursday,High,OTA,Thai,0,0,Regular,CHECKED_OUT,,1925.0,1925.0,0,0.0,192.5,148.23,2265.72,339.86,1925.87
248,66,8,108,Deluxe,2025-01-14,2025-03-07,2025-03-12,5,52,2,0,2025-03,Friday,Normal,Website,American,0,0,Regular,CHECKED_OUT,,2024.0,10120.0,0,0.0,1012.0,779.24,11911.24,238.22,11673.02
249,172,2,102,Standard,2025-01-14,2025-01-14,2025-01-17,3,0,2,0,2025-01,Tuesday,High,OTA,Korean,0,0,Regular,CHECKED_OUT,,1925.0,5775.0,0,0.0,577.5,444.68,6797.18,1019.58,5777.6
250,1,3,103,Standard,2025-01-14,2025-05-23,2025-05-24,1,129,1,0,2025-05,Friday,Low,OTA,Japanese,1,0,Regular,CHECKED_OUT,,1159.2,1159.2,350,0.0,150.92,116.21,1776.33,266.45,1509.88
251,5,9,109,Deluxe,2025-01-15,2025-01-29,2025-02-01,3,14,2,0,2025-01,Wednesday,High,OTA,American,1,0,Silver,CHECKED_OUT,,3025.0,9075.0,2100,558.75,1061.62,817.45,12495.33,1874.3,10621.03
252,173,15,205,Family,2025-01-15,2025-01-20,2025-01-22,2,5,3,0,2025-01,Monday,High,Phone,Thai,0,0,Regular,CHECKED_OUT,,3750.0,7500.0,0,0.0,750.0,577.5,8827.5,0.0,8827.5
253,174,14,204,Family,2025-01-15,2025-02-15,2025-02-16,1,31,2,2,2025-02,Saturday,High,OTA,Korean,0,0,Regular,CHECKED_OUT,,3450.0,3450.0,0,0.0,345.0,265.65,4060.65,609.1,3451.55
254,175,12,202,Suite,2025-01-15,2025-06-13,2025-06-15,2,149,2,1,2025-06,Friday,Low,Website,British,1,0,Regular,CHECKED_OUT,,3477.6,6955.2,1400,0.0,835.52,643.35,9834.07,196.68,9637.39
255,176,8,108,Deluxe,2025-01-15,2025-01-16,2025-01-17,1,1,2,0,2025-01,Thursday,High,OTA,Malaysian,1,0,Regular,CHECKED_OUT,,3300.0,3300.0,700,0.0,400.0,308.0,4708.0,706.2,4001.8
256,177,6,106,Standard,2025-01-15,2025-01-23,2025-01-24,1,8,1,0,2025-01,Thursday,High,OTA,Chinese,0,0,Regular,CHECKED_OUT,,1750.0,1750.0,0,0.0,175.0,134.75,2059.75,308.96,1750.79
257,178,6,106,Standard,2025-01-15,2025-01-15,2025-01-16,1,0,1,0,2025-01,Wednesday,High,Phone,German,0,0,Regular,CHECKED_OUT,,2100.0,2100.0,0,0.0,210.0,161.7,2471.7,0.0,2471.7
258,179,14,204,Family,2025-01-16,2025-01-18,2025-01-21,3,2,2,1,2025-01,Saturday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,4500.0,13500.0,0,0.0,1350.0,1039.5,15889.5,317.79,15571.71
259,180,3,103,Standard,2025-01-16,2025-02-15,2025-02-17,2,30,2,0,2025-02,Saturday,High,Website,British,1,0,Regular,CHECKED_OUT,,1750.0,3500.0,1400,0.0,490.0,377.3,5767.3,115.35,5651.95
260,181,13,203,Suite,2025-01-16,2025-02-20,2025-02-25,5,35,2,0,2025-02,Thursday,High,Phone,Malaysian,0,0,Regular,NO_SHOW,,4830.0,24150.0,0,0.0,2415.0,1859.55,28424.55,0.0,28424.55
261,182,5,105,Standard,2025-01-16,2025-02-15,2025-02-17,2,30,2,0,2025-02,Saturday,High,Website,Russian,1,0,Regular,CHECKED_OUT,,1750.0,3500.0,1400,0.0,490.0,377.3,5767.3,115.35,5651.95
262,183,14,204,Family,2025-01-16,2025-01-30,2025-01-31,1,14,2,2,2025-01,Thursday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,3750.0,3750.0,0,0.0,375.0,288.75,4413.75,88.28,4325.48
263,184,10,110,Deluxe,2025-01-16,2025-01-16,2025-01-17,1,0,3,0,2025-01,Thursday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,3300.0,3300.0,1050,0.0,435.0,334.95,5119.95,767.99,4351.96
264,185,9,109,Deluxe,2025-01-16,2025-03-28,2025-04-08,11,71,2,0,2025-03,Friday,Normal,OTA,Japanese,0,0,Regular,CHECKED_OUT,,2024.0,22264.0,0,0.0,2226.4,1714.33,26204.73,3930.71,22274.02
265,186,8,108,Deluxe,2025-01-17,2025-01-24,2025-01-26,2,7,1,0,2025-01,Friday,High,OTA,Japanese,1,1,Regular,CHECKED_OUT,,3300.0,6600.0,700,0.0,730.0,562.1,8592.1,1288.82,7303.28
266,187,3,103,Standard,2025-01-17,2025-04-04,2025-04-09,5,77,1,0,2025-04,Friday,Normal,Website,Russian,1,0,Regular,CHECKED_OUT,,1288.0,6440.0,1750,0.0,819.0,630.63,9639.63,192.79,9446.84
267,43,12,202,Suite,2025-01-17,2025-04-04,2025-04-08,4,77,2,1,2025-04,Friday,Normal,Phone,German,1,1,Regular,CANCELLED,2025-03-29,4200.0,16800.0,2800,0.0,1960.0,1509.2,23069.2,0.0,23069.2
268,188,11,201,Deluxe,2025-01-17,2025-01-26,2025-01-27,1,9,2,0,2025-01,Sunday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,3025.0,3025.0,0,0.0,302.5,232.93,3560.43,71.21,3489.22
269,189,9,109,Deluxe,2025-01-17,2025-02-11,2025-02-12,1,25,2,0,2025-02,Tuesday,High,OTA,Chinese,0,0,Regular,CANCELLED,2025-02-08,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,485.51,2751.24
270,190,6,106,Standard,2025-01-17,2025-02-05,2025-02-06,1,19,1,0,2025-02,Wednesday,High,Website,Thai,1,0,Regular,CHECKED_OUT,,1925.0,1925.0,350,0.0,227.5,175.18,2677.68,53.55,2624.12
271,191,14,204,Family,2025-01-17,2025-01-22,2025-01-23,1,5,3,0,2025-01,Wednesday,High,Website,Indian,1,0,Regular,CHECKED_OUT,,3750.0,3750.0,1050,0.0,480.0,369.6,5649.6,112.99,5536.61
272,192,11,201,Deluxe,2025-01-18,2025-03-11,2025-03-12,1,52,2,2,2025-03,Tuesday,Normal,Phone,Chinese,0,0,Regular,CHECKED_OUT,,2200.0,2200.0,0,0.0,220.0,169.4,2589.4,0.0,2589.4
273,193,15,205,Family,2025-01-18,2025-02-15,2025-02-16,1,28,2,0,2025-02,Saturday,High,Phone,Thai,0,0,Regular,CHECKED_OUT,,3750.0,3750.0,0,0.0,375.0,288.75,4413.75,0.0,4413.75
274,194,2,102,Standard,2025-01-18,2025-03-14,2025-03-15,1,55,1,0,2025-03,Friday,Normal,Website,Chinese,0,0,Regular,CANCELLED,2025-02-28,1288.0,1288.0,0,0.0,128.8,99.18,1515.98,30.32,1485.66
275,195,6,106,Standard,2025-01-18,2025-05-09,2025-05-20,11,111,1,0,2025-05,Friday,Low,OTA,Australian,0,0,Regular,CANCELLED,2025-02-04,1159.2,12751.2,0,0.0,1275.12,981.84,15008.16,2251.22,12756.94
276,196,6,106,Standard,2025-01-18,2025-02-02,2025-02-03,1,15,2,0,2025-02,Sunday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,1925.0,1925.0,0,0.0,192.5,148.23,2265.72,45.31,2220.41
277,197,3,103,Standard,2025-01-18,2025-02-04,2025-02-06,2,17,1,0,2025-02,Tuesday,High,OTA,Korean,0,0,Regular,CHECKED_OUT,,1925.0,3850.0,0,0.0,385.0,296.45,4531.45,679.72,3851.73
278,198,9,109,Deluxe,2025-01-19,2025-02-14,2025-02-16,2,26,2,1,2025-02,Friday,High,OTA,Indian,1,0,Regular,CHECKED_OUT,,2530.0,5060.0,1400,0.0,646.0,497.42,7603.42,1140.51,6462.91
279,199,6,106,Standard,2025-01-19,2025-01-19,2025-01-21,2,0,2,0,2025-01,Sunday,High,OTA,German,0,0,Regular,CANCELLED,2025-01-18,1925.0,3850.0,0,0.0,385.0,296.45,4531.45,679.72,3851.73
280,200,11,201,Deluxe,2025-01-19,2025-02-11,2025-02-19,8,23,2,0,2025-02,Tuesday,High,Phone,German,0,0,Regular,CHECKED_OUT,,2750.0,22000.0,0,0.0,2200.0,1694.0,25894.0,0.0,25894.0
281,201,12,202,Suite,2025-01-19,2025-02-15,2025-02-20,5,27,2,0,2025-02,Saturday,High,Phone,Indian,1,0,Regular,CHECKED_OUT,,5775.0,28875.0,3500,0.0,3237.5,2492.88,38105.38,0.0,38105.38
282,202,10,110,Deluxe,2025-01-19,2025-01-23,2025-01-25,2,4,1,0,2025-01,Thursday,High,Website,German,1,0,Regular,CANCELLED,2025-01-20,2750.0,5500.0,700,0.0,620.0,477.4,7297.4,145.95,7151.45
283,203,8,108,Deluxe,2025-01-20,2025-02-25,2025-03-05,8,36,2,0,2025-02,Tuesday,High,Website,Indian,1,0,Regular,CHECKED_OUT,,2530.0,20240.0,5600,0.0,2584.0,1989.68,30413.68,608.27,29805.41
284,204,1,101,Standard,2025-01-20,2025-03-08,2025-03-09,1,47,2,0,2025-03,Saturday,Normal,OTA,Korean,0,0,Regular,CHECKED_OUT,,1400.0,1400.0,0,0.0,140.0,107.8,1647.8,247.17,1400.63
285,205,14,204,Family,2025-01-20,2025-03-12,2025-03-13,1,51,2,2,2025-03,Wednesday,Normal,Website,Japanese,1,0,Regular,CHECKED_OUT,,2760.0,2760.0,700,0.0,346.0,266.42,4072.42,81.45,3990.97
286,206,8,108,Deluxe,2025-01-20,2025-02-08,2025-02-09,1,19,3,0,2025-02,Saturday,High,Phone,Thai,1,0,Regular,CHECKED_OUT,,2750.0,2750.0,1050,0.0,380.0,292.6,4472.6,0.0,4472.6
287,161,3,103,Standard,2025-01-20,2025-02-17,2025-02-19,2,28,1,0,2025-02,Monday,High,OTA,Chinese,0,0,Regular,CHECKED_OUT,,1750.0,3500.0,0,0.0,350.0,269.5,4119.5,617.92,3501.57
288,207,12,202,Suite,2025-01-20,2025-01-22,2025-01-24,2,2,2,1,2025-01,Wednesday,High,Phone,Malaysian,0,1,Regular,CHECKED_OUT,,5250.0,10500.0,0,0.0,1050.0,808.5,12358.5,0.0,12358.5
289,208,13,203,Suite,2025-01-21,2025-02-08,2025-02-09,1,18,2,1,2025-02,Saturday,High,OTA,Thai,0,1,Regular,CHECKED_OUT,,5250.0,5250.0,0,0.0,525.0,404.25,6179.25,926.89,5252.36
290,209,5,105,Standard,2025-01-21,2025-02-20,2025-02-24,4,30,2,0,2025-02,Thursday,High,Website,Malaysian,1,0,Regular,CANCELLED,2025-02-13,1610.0,6440.0,2800,0.0,924.0,711.48,10875.48,217.51,10657.97
291,38,9,109,Deluxe,2025-01-21,2025-02-28,2025-03-02,2,38,2,0,2025-02,Friday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,2530.0,5060.0,0,0.0,506.0,389.62,5955.62,119.11,5836.51
292,206,3,103,Standard,2025-01-22,2025-02-12,2025-02-13,1,21,2,0,2025-02,Wednesday,High,Phone,Thai,0,0,Regular,CHECKED_OUT,,1610.0,1610.0,0,0.0,161.0,123.97,1894.97,0.0,1894.97
293,210,4,104,Standard,2025-01-22,2025-01-22,2025-01-24,2,0,2,0,2025-01,Wednesday,High,Website,Thai,1,0,Regular,CHECKED_OUT,,1750.0,3500.0,1400,0.0,490.0,377.3,5767.3,115.35,5651.95
294,5,9,109,Deluxe,2025-01-22,2025-04-12,2025-04-13,1,80,1,0,2025-04,Saturday,Normal,OTA,American,1,0,Silver,CANCELLED,2025-02-10,2024.0,2024.0,350,118.7,225.53,173.66,2654.49,398.17,2256.31
295,211,10,110,Deluxe,2025-01-22,2025-01-24,2025-01-25,1,2,2,0,2025-01,Friday,High,Website,Chinese,1,1,Regular,CHECKED_OUT,,3300.0,3300.0,700,0.0,400.0,308.0,4708.0,94.16,4613.84
296,212,6,106,Standard,2025-01-22,2025-02-16,2025-03-02,14,25,1,0,2025-02,Sunday,High,Website,American,0,0,Regular,CHECKED_OUT,,1750.0,24500.0,0,0.0,2450.0,1886.5,28836.5,576.73,28259.77
297,213,7,107,Deluxe,2025-01-22,2025-02-15,2025-02-16,1,24,1,0,2025-02,Saturday,High,OTA,Malaysian,1,0,Regular,CHECKED_OUT,,3025.0,3025.0,350,0.0,337.5,259.88,3972.38,595.86,3376.52
298,214,9,109,Deluxe,2025-01-23,2025-02-16,2025-02-21,5,24,2,0,2025-02,Sunday,High,Website,German,1,0,Regular,CHECKED_OUT,,2750.0,13750.0,3500,0.0,1725.0,1328.25,20303.25,406.06,19897.19
299,215,7,107,Deluxe,2025-01-23,2025-02-17,2025-02-18,1,25,2,0,2025-02,Monday,High,OTA,Chinese,0,0,Regular,CHECKED_OUT,,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,485.51,2751.24
300,216,2,102,Standard,2025-01-23,2025-05-20,2025-05-29,9,117,3,0,2025-05,Tuesday,Low,OTA,British,1,0,Regular,CHECKED_OUT,,1159.2,10432.8,9450,0.0,1988.28,1530.98,23402.06,3510.31,19891.75
301,217,5,105,Standard,2025-01-23,2025-02-19,2025-02-25,6,27,2,0,2025-02,Wednesday,High,Website,British,1,0,Regular,CHECKED_OUT,,1750.0,10500.0,4200,0.0,1470.0,1131.9,17301.9,346.04,16955.86
302,218,2,102,Standard,2025-01-23,2025-01-30,2025-02-03,4,7,2,0,2025-01,Thursday,High,OTA,Japanese,1,0,Regular,CHECKED_OUT,,1925.0,7700.0,2800,0.0,1050.0,808.5,12358.5,1853.77,10504.73
303,219,8,108,Deluxe,2025-01-23,2025-02-20,2025-02-22,2,28,2,0,2025-02,Thursday,High,Website,American,1,0,Regular,CHECKED_OUT,,2750.0,5500.0,1400,0.0,690.0,531.3,8121.3,162.43,7958.87
304,220,9,109,Deluxe,2025-01-23,2025-06-07,2025-06-08,1,135,2,2,2025-06,Saturday,Low,Phone,Indian,0,0,Regular,CHECKED_OUT,,1821.6,1821.6,0,0.0,182.16,140.26,2144.02,0.0,2144.02
305,221,8,108,Deluxe,2025-01-23,2025-01-31,2025-02-01,1,8,2,0,2025-01,Friday,High,Phone,Thai,0,0,Regular,CHECKED_OUT,,3025.0,3025.0,0,0.0,302.5,232.93,3560.43,0.0,3560.43
306,68,8,108,Deluxe,2025-01-23,2025-04-09,2025-04-10,1,76,2,2,2025-04,Wednesday,Normal,Website,German,0,0,Regular,CANCELLED,2025-03-25,2024.0,2024.0,0,0.0,202.4,155.85,2382.25,47.64,2334.6
307,106,5,105,Standard,2025-01-23,2025-03-07,2025-03-09,2,43,2,0,2025-03,Friday,Normal,OTA,British,1,0,Regular,CHECKED_OUT,,1288.0,2576.0,1400,0.0,397.6,306.15,4679.75,701.96,3977.79
308,222,3,103,Standard,2025-01-24,2025-02-06,2025-02-08,2,13,2,0,2025-02,Thursday,High,OTA,Thai,1,0,Regular,CHECKED_OUT,,1750.0,3500.0,1400,0.0,490.0,377.3,5767.3,865.1,4902.2
309,223,6,106,Standard,2025-01-24,2025-01-31,2025-02-01,1,7,2,0,2025-01,Friday,High,Phone,Thai,0,0,Regular,CHECKED_OUT,,2100.0,2100.0,0,0.0,210.0,161.7,2471.7,0.0,2471.7
310,224,13,203,Suite,2025-01-24,2025-03-08,2025-03-11,3,43,2,1,2025-03,Saturday,Normal,OTA,Indian,1,1,Regular,CHECKED_OUT,,4200.0,12600.0,2100,0.0,1470.0,1131.9,17301.9,2595.29,14706.62
311,225,1,101,Standard,2025-01-24,2025-02-14,2025-02-16,2,21,1,0,2025-02,Friday,High,OTA,Korean,0,0,Regular,CHECKED_OUT,,1610.0,3220.0,0,0.0,322.0,247.94,3789.94,568.49,3221.45
312,226,8,108,Deluxe,2025-01-24,2025-01-27,2025-01-28,1,3,2,0,2025-01,Monday,High,Website,Chinese,0,0,Regular,CHECKED_OUT,,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,64.73,3172.01
313,227,2,102,Standard,2025-01-25,2025-03-03,2025-03-05,2,37,2,0,2025-03,Monday,Normal,Website,Thai,0,0,Regular,CHECKED_OUT,,1288.0,2576.0,0,0.0,257.6,198.35,3031.95,60.64,2971.31
314,228,9,109,Deluxe,2025-01-25,2025-01-27,2025-01-28,1,2,2,0,2025-01,Monday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,64.73,3172.01
315,171,2,102,Standard,2025-01-25,2025-02-09,2025-02-10,1,15,1,0,2025-02,Sunday,High,Phone,Thai,1,0,Regular,CHECKED_OUT,,1750.0,1750.0,350,0.0,210.0,161.7,2471.7,0.0,2471.7
316,229,14,204,Family,2025-01-26,2025-05-16,2025-05-20,4,110,2,1,2025-05,Friday,Low,Website,Russian,1,0,Regular,CHECKED_OUT,,2484.0,9936.0,2800,0.0,1273.6,980.67,14990.27,299.81,14690.47
317,230,1,101,Standard,2025-01-26,2025-02-08,2025-02-10,2,13,1,0,2025-02,Saturday,High,Website,Malaysian,0,0,Regular,CHECKED_OUT,,1750.0,3500.0,0,0.0,350.0,269.5,4119.5,82.39,4037.11
318,231,3,103,Standard,2025-01-26,2025-03-24,2025-03-30,6,57,1,0,2025-03,Monday,Normal,Website,British,1,0,Regular,CANCELLED,2025-03-18,1288.0,7728.0,2100,0.0,982.8,756.76,11567.56,231.35,11336.2
319,232,4,104,Standard,2025-01-26,2025-02-14,2025-02-15,1,19,2,0,2025-02,Friday,High,OTA,Indian,0,0,Regular,CANCELLED,2025-02-10,1750.0,1750.0,0,0.0,175.0,134.75,2059.75,308.96,1750.79
320,233,12,202,Suite,2025-01-26,2025-01-26,2025-01-28,2,0,2,1,2025-01,Sunday,High,OTA,Chinese,1,1,Regular,CHECKED_OUT,,5775.0,11550.0,1400,0.0,1295.0,997.15,15242.15,2286.32,12955.83
321,234,2,102,Standard,2025-01-26,2025-03-05,2025-03-06,1,38,2,0,2025-03,Wednesday,Normal,Phone,Indian,0,0,Regular,CANCELLED,2025-02-14,1288.0,1288.0,0,0.0,128.8,99.18,1515.98,0.0,1515.98
322,32,7,107,Deluxe,2025-01-27,2025-04-28,2025-05-03,5,91,2,2,2025-04,Monday,Normal,Phone,Russian,1,0,Silver,CHECKED_OUT,,2024.0,10120.0,3500,681.0,1293.9,996.3,15229.2,0.0,15229.2
323,235,1,101,Standard,2025-01-27,2025-03-11,2025-03-13,2,43,1,0,2025-03,Tuesday,Normal,OTA,Malaysian,0,0,Regular,CHECKED_OUT,,1400.0,2800.0,0,0.0,280.0,215.6,3295.6,494.34,2801.26
324,236,10,110,Deluxe,2025-01-27,2025-02-21,2025-02-22,1,25,2,0,2025-02,Friday,High,OTA,Thai,0,0,Regular,CHECKED_OUT,,2750.0,2750.0,0,0.0,275.0,211.75,3236.75,485.51,2751.24
325,237,3,103,Standard,2025-01-27,2025-02-19,2025-02-21,2,23,2,0,2025-02,Wednesday,High,Website,Singaporean,0,0,Regular,CHECKED_OUT,,1750.0,3500.0,0,0.0,350.0,269.5,4119.5,82.39,4037.11
326,238,11,201,Deluxe,2025-01-27,2025-02-05,2025-02-06,1,9,2,1,2025-02,Wednesday,High,Website,Thai,0,1,Regular,CHECKED_OUT,,3300.0,3300.0,0,0.0,330.0,254.1,3884.1,77.68,3806.42
327,239,4,104,Standard,2025-01-28,2025-02-07,2025-02-08,1,10,2,0,2025-02,Friday,High,OTA,Japanese,1,0,Regular,CHECKED_OUT,,1750.0,1750.0,700,0.0,245.0,188.65,2883.65,432.55,2451.1
328,176,14,204,Family,2025-01-28,2025-02-14,2025-02-15,1,17,2,1,2025-02,Friday,High,OTA,Malaysian,0,0,Regular,CHECKED_OUT,,3750.0,3750.0,0,0.0,375.0,288.75,4413.75,662.06,3751.69
329,240,7,107,Deluxe,2025-01-28,2025-03-18,2025-03-21,3,49,2,0,2025-03,Tuesday,Normal,OTA,German,1,0,Regular,CANCELLED,2025-01-28,2024.0,6072.0,2100,0.0,817.2,629.24,9618.44,1442.77,8175.68
330,241,15,205,Family,2025-01-28,2025-02-28,2025-03-02,2,31,2,0,2025-02,Friday,High,OTA,Malaysian,0,0,Regular,CHECKED_OUT,,3750.0,7500.0,0,0.0,750.0,577.5,8827.5,1324.12,7503.38
331,242,9,109,Deluxe,2025-01-28,2025-02-23,2025-02-24,1,26,1,0,2025-02,Sunday,High,Website,Thai,1,0,Regular,CHECKED_OUT,,2530.0,2530.0,350,0.0,288.0,221.76,3389.76,67.8,3321.96
332,243,5,105,Standard,2025-01-28,2025-02-28,2025-03-03,3,31,2,0,2025-02,Friday,High,OTA,Singaporean,1,0,Regular,CANCELLED,2025-02-24,1750.0,5250.0,2100,0.0,735.0,565.95,8650.95,1297.64,7353.31
333,244,4,104,Standard,2025-01-28,2025-02-01,2025-02-02,1,4,1,0,2025-02,Saturday,High,OTA,Australian,0,0,Regular,CHECKED_OUT,,1925.0,1925.0,0,0.0,192.5,148.23,2265.72,339.86,1925.87
334,245,4,104,Standard,2025-01-28,2025-02-08,2025-02-10,2,11,1,0,2025-02,Saturday,High,Website,Indian,1,0,Regular,CHECKED_OUT,,1750.0,3500.0,700,0.0,420.0,323.4,4943.4,98.87,4844.53
335,246,15,205,Family,2025-01-29,2025-02-14,2025-02-15,1,16,2,1,2025-02,Friday,High,OTA,Thai,1,0,Regular,CHECKED_OUT,,3750.0,3750.0,700,0.0,445.0,342.65,5237.65,785.65,4452.0
336,247,6,106,Standard,2025-01-29,2025-02-09,2025-02-10,1,11,2,0,2025-02,Sunday,High,Website,Thai,0,0,Regular,CHECKED_OUT,,1750.0,1750.0,0,0.0,175.0,134.75,2059.75,41.2,2018.56
337,248,4,104,Standard,2025-01-29,2025-03-18,2025-04-01,14,48,2,0,2025-03,Tuesday,Normal,OTA,Russian,0,0,Regular,CHECKED_OUT,,1288.0,18032.0,0,0.0,1803.2,1388.46,21223.66,3183.55,18040.11
338,249,11,201,Deluxe,2025-01-29,2025-02-07,2025-02-08,1,9,1,0,2025-02,Friday,High,OTA,Japanese,1,0,Regular,CANCELLED,2025-02-01,3025.0,3025.0,350,0.0,337.5,259.88,3972.38,595.86,3376.52
339,170,6,106,Standard,2025-01-30,2025-02-13,2025-02-15,2,14,2,0,2025-02,Thursday,High,OTA,Korean,0,0,Regular,CHECKED_OUT,,1610.0,3220.0,0,0.0,322.0,247.94,3789.94,568.49,3221.45
340,250,1,101,Standard,2025-01-30,2025-02-10,2025-02-11,1,11,2,0,2025-02,Monday,High,OTA,Chinese,1,0,Regular,CHECKED_OUT,,1750.0,1750.0,700,0.0,245.0,188.65,2883.65,432.55,2451.1
341,251,3,103,Standard,2025-01-31,2025-02-09,2025-02-11,2,9,2,0,2025-02,Sunday,High,Phone,Thai,0,0,Regular,CHECKED_OUT,,1925.0,3850.0,0,0.0,385.0,296.45,4531.45,0.0,4531.45
342,252,15,205,Family,2025-01-31,2025-02-26,2025-02-28,2,26,2,2,2025-02,Wednesday,High,OTA,Thai,0,0,Regular,CHECKED_OUT,,3750.0,7500.0,0,0.0,750.0,577.5,8827.5,1324.12,7503.38
343,253,10,110,Deluxe,2025-01-31,2025-04-11,2025-04-12,1,70,1,0,2025-04,Friday,Normal,OTA,Japanese,0,0,Regular,CHECKED_OUT,,2024.0,2024.0,0,0.0,202.4,155.85,2382.25,357.34,2024.91
344,254,6,106,Standard,2025-01-31,2025-02-06,2025-02-08,2,6,2,0,2025-02,Thursday,High,Website,Korean,0,0,Regular,CHECKED_OUT,,1750.0,3500.0,0,0.0,350.0,269.5,4119.5,82.39,4037.11
